segment,timeline,survival_prob,ci_lower,ci_upper
60_D,38.0,0.6613088250987088,0.6579087527285657,0.6646842855060063
60_D,39.0,0.6580674421086334,0.6546596815701101,0.6614508526442645
60_D,40.0,0.6553729591292291,0.6519589417917131,0.6587628443531464
60_D,41.0,0.653065307864689,0.6496460282736539,0.6564606420435039
60_D,42.0,0.6510911322164122,0.6476674209932025,0.6544910578174494
60_D,43.0,0.6492103297406896,0.6457824564369402,0.6526145697138324
60_D,44.0,0.647569629708676,0.6441381732517001,0.6509775857324777
60_D,45.0,0.6462223882189739,0.6427880225555979,0.6496333626094466
60_D,46.0,0.6448484686799703,0.6414111668184151,0.6482624906213399
60_D,47.0,0.6436079393874721,0.6401680128884928,0.6470246865348932
60_D,48.0,0.6425408174154308,0.639098653232663,0.6459598887777351
60_D,49.0,0.6416070856898943,0.6381629787287305,0.6450281755608559
60_D,50.0,0.6408334222601644,0.6373877162934599,0.644256173895618
60_D,51.0,0.6401664710276386,0.6367193943976733,0.6435906474369287
60_D,52.0,0.6396595880909186,0.6362114745750507,0.6430848425151302
60_D,53.0,0.6392727563760537,0.6358238543494292,0.6426988307018552
60_D,54.0,0.6387925514886357,0.6353426739866558,0.6422196402612173
60_D,55.0,0.638552449044926,0.6351020852023486,0.6419800436452702
60_D,56.0,0.6383123466012166,0.6348614973488914,0.6417404460994426
60_D,57.0,0.6380188880589055,0.634567446791531,0.6414476033923281
60_D,58.0,0.6378054636644974,0.6343535927133191,0.6412346260063776
60_D,59.0,0.6375653612207872,0.6341130077532752,0.6409950255701539
60_D,60.0,0.6373385978017289,0.6338857894775584,0.6407687354169567
60_E-G,0.0,1.0,1.0,1.0
60_E-G,1.0,0.9948438175709391,0.9943545946429126,0.9952907455792216
60_E-G,2.0,0.9867048113280781,0.9859360233059239,0.9874318429549481
60_E-G,3.0,0.9748954902808734,0.9738536908513196,0.9758962948382475
60_E-G,4.0,0.9583180865573344,0.9569935168031953,0.9596027270562187
60_E-G,5.0,0.941097546100707,0.9395413515109825,0.9426149191690191
60_E-G,6.0,0.9221028353459092,0.9203347277761029,0.9238333453876504
60_E-G,7.0,0.9029861503831098,0.9010361537362258,0.9048997840292444
60_E-G,8.0,0.8835478970537695,0.8814367551568387,0.8856239342168438
60_E-G,9.0,0.863876783872792,0.8616217106102215,0.8660980289562945
60_E-G,10.0,0.8439728108401813,0.8415881150331092,0.8463249735712939
60_E-G,11.0,0.8237583580053903,0.8212559104400089,0.8262295914839318
60_E-G,12.0,0.8048190900724087,0.8022173206650327,0.807390884677258
60_E-G,13.0,0.7877316123881452,0.7850483456129085,0.7903860254880597
60_E-G,14.0,0.7711542086646046,0.7683985525627791,0.7738821015797178
60_E-G,15.0,0.7565949236552344,0.7537807011287965,0.7593823430999058
60_E-G,16.0,0.7424570040916805,0.7395901048668564,0.7452980347407822
60_E-G,17.0,0.7291174611623038,0.7262044428315112,0.732005494685303
60_E-G,18.0,0.7166095605601948,0.7136563083790163,0.7195386584481813
60_E-G,19.0,0.7053657562955324,0.7023787218723135,0.7083293845690587
60_E-G,20.0,0.694188483417052,0.6911700260110285,0.6971842798946593
60_E-G,21.0,0.6834547531131151,0.68040808319708,0.6864794791962501
60_E-G,22.0,0.6729095284033576,0.6698369619704915,0.6759608569187873
60_E-G,23.0,0.6627302263175993,0.6596343301064759,0.665805567391926
60_E-G,24.0,0.6538150205692876,0.6507000078651717,0.6569100772504906
60_E-G,25.0,0.6453100917024278,0.6421779656055576,0.6484228343175168
60_E-G,26.0,0.6374593881330187,0.6343124225828922,0.6405874995834372
60_E-G,27.0,0.6302850869897882,0.6271253527965306,0.6334264516096602
60_E-G,28.0,0.6240754909461881,0.6209053084466566,0.6272277238379439
60_E-G,29.0,0.617888072031315,0.6147080295283059,0.6210505839473864
60_E-G,30.0,0.6120443986117117,0.6088555441886586,0.6152161187061798
60_E-G,31.0,0.6068882161826512,0.6036919867853248,0.6100676613137114
60_E-G,32.0,0.602242107714315,0.5990395519917067,0.6054281949469476
60_E-G,33.0,0.5974962021667064,0.5942874945444655,0.6006887641986711
60_E-G,34.0,0.5930607764212777,0.5898466012422879,0.5962591081002843
60_E-G,35.0,0.5888582105274834,0.5856391047899052,0.5920617592795484
60_E-G,36.0,0.5853653127529581,0.5821422932895252,0.5885730135753906
60_E-G,37.0,0.5823381346817031,0.579111858081697,0.5855492993633985
60_E-G,38.0,0.5793331337391755,0.576103747220233,0.5825476136938479
60_E-G,39.0,0.5768049410642808,0.5735730330099286,0.5800221154379214
60_E-G,40.0,0.5743765454686588,0.5711422968841974,0.5775962265298484
60_E-G,41.0,0.5724138695763067,0.5691777875395643,0.5756355184521745
60_E-G,42.0,0.5706396992781353,0.5674020045793914,0.5738630823282773
60_E-G,43.0,0.5691760087821437,0.5659370155391285,0.5724007906634931
60_E-G,44.0,0.567690141157425,0.5644498591571925,0.5709163136389339
60_E-G,45.0,0.56652584189925,0.5632845707707582,0.5697530833371214
60_E-G,46.0,0.5651952141756211,0.5619528348822528,0.5684236550383426
60_E-G,47.0,0.5641972433828997,0.5609540485385099,0.5674265682611829
60_E-G,48.0,0.5632325382832691,0.5599885677499054,0.5664627050489
60_E-G,49.0,0.5624230730847286,0.5591784612944141,0.5656539366652266
60_E-G,50.0,0.5615914307574608,0.558346169266828,0.5648230011299061
60_E-G,51.0,0.5608706740738286,0.5576248569862641,0.5641028495321302
60_E-G,52.0,0.5603827772418315,0.5571365879963425,0.5636153583632753
60_E-G,53.0,0.5598727032811069,0.5566261283597443,0.5631057051109488
60_E-G,54.0,0.5595067806571085,0.5562599311944743,0.5627400821629883
60_E-G,55.0,0.5591408580331114,0.5558937358158881,0.5623744574306369
60_E-G,56.0,0.5589079981814761,0.5556607033231911,0.5621417862175649
60_E-G,57.0,0.5586196955080233,0.5553721879056631,0.5618537160959052
60_E-G,58.0,0.5582870385771154,0.5550392868780892,0.561521326118493
60_E-G,59.0,0.5579987359036629,0.554750773847568,0.5612332536128978
60_E-G,60.0,0.5578324074382094,0.5545843245262435,0.5610670574332653
