fpr,tpr,split
0.13248859957531242,0.3744952209407048,test
0.13403766491454033,0.3771873759236125,test
0.13572597208201342,0.3795938525899887,test
0.1373272531068333,0.3822860075728964,test
0.13913739687402096,0.3847651143197467,test
0.1407038674417795,0.38760737146896757,test
0.14247920075190587,0.38984437794757076,test
0.1441326974623177,0.3920862264315389,test
0.14576878894419884,0.39426512884576276,test
0.14735266474048805,0.39660865944239465,test
0.14900616145089984,0.39936860250041156,test
0.15083371044661817,0.4020268634457647,test
0.15252201761409126,0.4046028102999138,test
0.15412329863891114,0.4069366568858158,test
0.1558290110349149,0.4093140815200023,test
0.1573780763741428,0.411928764417071,test
0.15904897831308526,0.4141512448795793,test
0.16045880182406794,0.4165577215459555,test
0.16225154036272496,0.41898840823915634,test
0.1637832004734222,0.42139972691089744,test
0.16548891286942596,0.4238110455826385,test
0.16698576252306194,0.42621752224901466,test
0.1687610958331883,0.42832863658812936,test
0.17034497162947748,0.4308319533618043,test
0.17201587356841996,0.43310769588332704,test
0.17365196505030112,0.43575627281795026,test
0.17532286698924357,0.43780444108732075,test
0.1771504159849619,0.440031763555194,test
0.1789431545236189,0.44229782206598683,test
0.18057924600550004,0.44452514453386016,test
0.18216312180178926,0.4469074111734116,test
0.183868834197793,0.4493574658880722,test
0.18557454659379677,0.4512797420179542,test
0.18717582761861662,0.45358453657166653,test
0.18886413478608974,0.455797333023445,test
0.1904306053538483,0.4581602316415367,test
0.19213631774985204,0.4601890318894473,test
0.19380721968879452,0.46261971858264817,test
0.19551293208479828,0.4648809350880761,test
0.19714902356667943,0.46686615728770225,test
0.19875030459149928,0.46918547785750947,test
0.2002993699307272,0.4712772241751644,test
0.20197027186966965,0.4732140263211412,test
0.2034671215233056,0.4752476685744168,test
0.2051554286907787,0.4774895170583849,test
0.20693076200090507,0.4800751479232639,test
0.20849723256866362,0.4822976283857722,test
0.21015072927907544,0.4847283150789731,test
0.21183903644654856,0.48665543321422,test
0.21352734361402165,0.4888488616445387,test
0.21528527169561737,0.49126018031627977,test
0.21699098409162113,0.49328898056419046,test
0.21874891217321685,0.49551630303206373,test
0.2205242454833432,0.4978598336286957,test
0.2222125526508163,0.4998595818444167,test
0.22404010164653462,0.5021789024142239,test
0.22565878789988514,0.5041592826084851,test
0.2273645002958889,0.5066335473499705,test
0.22893097086364744,0.5087737137212748,test
0.2307411146308351,0.510758935920901,test
